Index,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
2254,48.3,95.4,68.6,89.2,51.8,20.4,3.36,3.3,685,Hazardous
2255,27.7,59.6,6.5,10.3,15.1,6.5,1.0,11.5,314,Good
2256,26.1,68.6,8.8,14.4,16.9,1.3,1.06,11.3,424,Good
2257,27.2,51.0,4.2,8.7,11.4,6.1,1.01,10.2,469,Good
2258,26.3,69.2,84.0,93.8,21.7,4.8,1.46,6.5,404,Moderate
2259,24.7,46.6,22.0,28.7,14.5,5.4,1.18,11.2,463,Good
2260,33.6,74.3,16.1,36.2,40.1,18.0,2.24,3.4,655,Poor
2261,33.2,66.6,0.0,8.7,33.6,2.4,1.79,5.6,535,Moderate
2262,20.0,48.7,1.9,10.8,24.1,4.0,1.13,10.9,448,Good
2263,20.2,59.0,11.5,16.7,19.3,7.2,0.99,10.4,393,Good
2264,31.1,66.0,4.5,6.0,24.2,7.7,1.57,6.4,694,Moderate
2265,22.4,59.7,0.6,8.0,19.9,4.5,0.99,11.1,484,Good
2266,36.5,89.2,40.9,61.0,25.0,1.8,1.85,3.5,687,Poor
2267,22.4,50.7,13.6,19.0,17.9,8.7,1.12,11.1,265,Good
2268,36.0,71.3,5.3,25.4,33.0,14.6,1.73,5.2,677,Moderate
2269,29.7,72.5,1.6,14.0,33.4,9.4,1.72,6.6,315,Moderate
2270,30.4,80.4,2.7,21.0,38.4,14.3,3.11,3.3,856,Hazardous
2271,35.3,92.3,13.3,24.1,32.6,10.4,1.87,4.0,623,Poor
2272,18.0,81.6,20.5,23.8,25.4,17.4,1.67,10.3,551,Moderate
2273,40.5,69.4,26.4,34.8,33.4,25.1,1.62,5.0,501,Poor
2274,24.5,68.7,2.6,8.3,18.2,7.2,0.77,10.4,253,Good
2275,36.4,97.3,10.8,33.1,38.8,13.1,2.07,4.1,556,Poor
2276,39.1,59.5,47.6,57.2,30.6,16.8,1.89,3.8,450,Poor
2277,34.7,81.2,9.6,29.2,29.5,14.5,2.26,2.5,803,Hazardous
2278,34.9,71.7,9.3,19.4,34.4,7.3,1.57,6.4,577,Moderate
2279,36.2,128.1,28.3,47.0,46.8,23.3,1.99,3.0,485,Hazardous
2280,33.7,108.8,45.3,66.0,34.5,20.1,2.29,4.6,897,Hazardous
2281,39.3,64.7,22.6,34.4,38.1,12.2,1.77,3.4,406,Poor
2282,38.9,80.0,53.4,66.4,42.4,23.0,2.19,5.6,695,Poor
2283,28.6,50.1,3.2,15.6,26.6,4.9,1.6,5.5,566,Moderate
2284,20.2,54.7,25.8,33.6,21.1,6.7,1.06,10.4,598,Good
2285,33.1,72.0,30.3,48.8,30.8,11.8,1.12,6.2,341,Moderate
2286,41.0,80.9,27.8,56.5,43.4,23.8,2.95,8.4,556,Hazardous
2287,28.5,50.7,27.0,32.5,18.0,5.1,1.04,10.3,396,Good
2288,20.2,55.1,13.6,10.7,23.6,5.0,0.99,12.0,585,Good
2289,29.4,68.1,6.8,22.0,19.5,15.0,1.4,5.2,361,Moderate
2290,23.5,75.6,9.5,14.1,25.4,6.2,1.03,11.0,239,Good
2291,41.1,105.0,6.9,30.9,37.1,16.4,2.45,3.4,750,Hazardous
2292,33.2,101.3,14.7,20.5,36.6,14.2,1.53,8.4,509,Poor
2293,27.5,40.4,9.0,14.2,15.8,4.5,1.16,10.3,373,Good
2294,29.9,48.7,16.4,18.6,16.7,5.8,1.1,13.6,471,Good
2295,25.0,54.9,3.4,8.8,22.1,5.1,0.85,11.1,465,Good
2296,30.0,76.4,16.2,18.9,15.9,6.3,1.05,12.3,315,Good
2297,23.3,49.1,1.6,6.7,16.1,3.8,1.06,10.3,222,Good
2298,35.1,60.9,5.0,12.2,19.3,20.0,1.5,5.9,576,Moderate
2299,24.7,65.1,1.2,4.0,23.4,3.1,1.03,11.1,461,Good
2300,23.5,50.8,5.5,10.7,26.4,4.1,0.8,11.3,383,Good
2301,27.7,68.1,11.0,19.6,21.2,9.0,1.33,5.7,420,Moderate
2302,39.8,63.6,5.0,19.4,25.1,7.4,2.27,4.5,681,Poor
2303,43.1,69.1,2.4,16.6,30.0,12.2,2.08,5.9,657,Poor
2304,31.0,65.1,7.6,8.9,23.4,4.2,1.11,13.7,580,Good
2305,23.5,74.6,0.3,6.6,16.8,3.9,1.22,13.1,491,Good
2306,40.7,64.4,4.0,16.3,30.0,11.1,1.55,6.8,504,Moderate
2307,47.0,98.2,104.7,108.8,43.9,31.4,3.08,7.7,494,Hazardous
2308,27.6,83.3,128.5,138.4,27.9,4.9,1.17,5.1,571,Moderate
2309,34.9,68.1,14.5,27.0,31.2,19.5,2.11,4.4,726,Poor
2310,27.7,62.4,0.2,4.6,15.3,5.7,1.06,13.3,239,Good
2311,36.0,51.6,59.9,82.8,30.5,18.0,1.98,5.3,784,Poor
2312,28.9,48.1,2.2,5.6,23.1,5.9,1.09,10.6,465,Good
2313,30.2,62.7,3.8,11.4,13.6,7.5,1.02,15.0,270,Good
2314,22.6,61.0,18.8,25.7,15.0,2.2,1.02,14.7,298,Good
2315,32.2,95.9,3.0,12.3,32.2,5.5,1.38,6.6,485,Poor
2316,32.6,92.5,5.4,10.9,26.2,12.9,1.32,5.6,377,Moderate
2317,35.4,68.8,29.2,40.7,32.6,8.8,1.74,5.6,650,Moderate
2318,23.6,40.4,10.7,14.1,26.6,7.4,1.03,14.7,319,Good
2319,24.9,82.9,3.7,17.6,36.7,29.1,1.72,6.9,536,Poor
2320,29.0,79.7,92.7,112.4,33.2,6.9,1.84,14.0,785,Poor
2321,32.2,79.5,52.1,54.7,20.3,9.3,1.67,8.5,448,Moderate
2322,39.5,94.4,32.6,51.0,37.1,28.6,1.8,4.4,654,Poor
2323,31.6,59.5,9.4,14.6,29.8,10.6,1.31,6.3,344,Moderate
2324,29.1,68.0,37.5,47.0,30.1,7.9,1.63,7.1,516,Moderate
2325,25.9,76.7,13.8,17.9,17.4,5.0,1.2,10.3,251,Good
2326,20.9,42.5,1.8,5.2,13.0,5.8,1.01,10.7,297,Good
2327,36.5,102.2,115.9,128.0,27.8,30.8,2.22,4.9,510,Poor
2328,32.3,96.1,52.9,67.1,29.6,9.2,2.44,3.9,534,Poor
2329,35.0,58.7,0.6,7.1,19.9,13.2,1.58,5.1,361,Moderate
2330,28.3,71.1,16.1,19.8,19.0,3.2,0.97,10.1,256,Good
2331,20.5,62.5,5.4,8.9,25.7,8.0,1.12,10.7,463,Good
2332,26.8,45.7,2.3,8.2,17.9,5.6,0.88,15.4,440,Good
2333,17.2,64.4,42.7,48.7,20.8,5.9,1.08,12.6,569,Good
2334,26.8,48.9,32.6,34.3,17.4,5.7,0.92,10.6,233,Good
2335,33.5,96.2,22.1,41.0,41.6,15.7,2.17,4.4,596,Poor
2336,31.4,76.6,2.3,7.9,24.4,7.6,1.01,13.1,570,Good
2337,37.2,69.3,120.7,129.3,43.4,12.5,1.93,9.0,529,Poor
2338,45.9,56.9,59.1,79.3,46.9,4.4,1.94,2.8,763,Hazardous
2339,28.1,67.8,2.0,6.9,21.5,1.1,0.85,11.0,344,Good
2340,23.1,67.0,2.3,8.1,18.7,7.7,1.13,10.7,543,Good
2341,30.3,51.2,7.3,18.8,26.3,14.1,1.39,5.2,624,Moderate
2342,45.7,100.1,2.0,21.9,31.0,10.0,2.0,4.3,477,Poor
2343,16.4,40.9,25.0,28.3,19.1,4.0,1.15,12.5,459,Good
2344,24.5,50.7,1.4,8.1,15.3,2.4,1.02,10.6,258,Good
2345,27.8,99.6,27.2,34.4,40.4,18.4,2.06,4.7,611,Poor
2346,26.8,72.5,20.7,35.2,18.5,13.2,1.72,5.4,662,Moderate
2347,41.1,86.1,15.8,34.3,34.9,17.5,1.88,5.0,716,Poor
2348,29.1,71.8,1.6,3.0,23.7,5.6,1.05,12.2,514,Good
2349,31.0,74.1,11.1,14.5,20.9,9.9,0.86,14.4,353,Good
2350,35.2,71.9,0.7,5.3,26.6,5.2,0.98,11.2,442,Good
2351,25.4,74.2,7.8,13.0,28.0,9.8,0.97,12.3,308,Good
2352,26.6,63.6,8.9,13.5,30.8,7.9,1.0,13.5,221,Good
2353,24.4,79.3,12.9,18.3,26.1,5.6,1.2,21.7,449,Good
2354,42.9,94.8,37.2,58.6,25.6,12.3,1.95,6.7,490,Poor
2355,40.4,65.1,33.1,55.6,35.3,17.9,1.82,5.3,440,Poor
2356,37.5,87.0,43.4,58.7,43.7,21.8,1.79,8.2,484,Poor
2357,26.5,60.4,14.5,17.0,23.4,8.0,1.13,12.5,396,Good
2358,27.6,73.5,18.0,24.3,24.2,5.3,0.8,17.7,311,Good
2359,21.0,54.3,7.5,11.7,19.5,4.4,1.05,10.1,569,Good
2360,44.1,89.4,18.7,39.9,29.3,18.1,1.87,4.2,450,Poor
2361,27.5,69.5,2.4,10.0,22.2,5.8,0.99,11.1,462,Good
2362,34.5,45.9,2.7,8.0,28.5,4.4,0.94,12.3,384,Good
2363,24.7,78.0,9.3,13.9,19.3,2.4,0.92,10.7,599,Good
2364,20.9,68.0,3.9,11.2,19.7,5.9,1.05,14.3,416,Good
2365,17.8,57.7,1.2,6.8,27.1,3.0,0.95,10.9,453,Good
2366,35.1,75.6,2.8,21.0,31.9,5.9,2.06,5.5,766,Poor
2367,43.6,104.2,64.7,85.9,38.6,4.5,2.72,5.8,676,Hazardous
2368,23.9,70.2,4.1,6.0,24.0,1.8,1.03,12.2,458,Good
2369,48.8,101.3,25.5,50.1,37.5,38.7,2.87,3.0,544,Hazardous
2370,25.4,50.5,19.2,26.3,13.7,7.8,0.99,12.0,317,Good
2371,29.4,51.6,29.3,40.2,27.9,11.2,1.72,5.8,591,Moderate
2372,30.6,61.9,1.1,5.2,21.0,7.4,0.93,10.5,406,Good
2373,26.9,63.4,4.7,10.2,19.4,7.5,1.03,11.0,368,Good
2374,28.6,59.7,26.2,52.2,32.7,7.1,2.04,4.0,769,Poor
2375,31.4,70.0,19.8,30.5,28.6,13.3,1.86,14.6,364,Moderate
2376,43.7,83.8,14.1,54.0,41.9,20.5,2.47,2.9,914,Hazardous
2377,29.9,96.2,16.2,29.3,35.5,18.2,1.85,3.4,444,Poor
2378,24.7,65.4,0.0,2.3,21.9,3.9,0.99,13.7,410,Good
2379,23.9,69.1,18.2,24.0,21.1,2.1,0.94,10.1,373,Good
2380,42.1,80.6,30.9,41.8,36.9,12.0,2.09,4.3,437,Poor
2381,22.2,98.7,13.2,35.8,24.0,12.6,1.54,3.8,471,Poor
2382,42.1,74.0,3.9,21.4,34.4,20.7,1.69,3.7,611,Poor
2383,23.6,45.6,7.9,9.2,20.8,6.9,1.19,11.1,521,Good
2384,32.0,95.2,28.6,41.8,38.3,23.0,2.11,6.4,435,Poor
2385,30.5,76.2,9.3,19.7,32.2,6.5,1.97,6.6,424,Moderate
2386,33.9,74.7,3.5,15.2,31.0,10.9,1.41,7.2,678,Moderate
2387,39.0,96.8,66.6,99.7,45.6,15.2,2.2,5.5,613,Hazardous
2388,37.6,87.7,13.4,32.0,30.3,13.1,2.41,7.9,825,Poor
2389,33.9,72.8,22.7,30.8,26.1,15.3,1.98,5.6,598,Moderate
2390,33.2,62.2,6.3,15.7,19.0,1.1,1.14,11.3,546,Good
2391,43.5,71.9,25.1,44.1,38.4,18.8,1.8,6.2,569,Poor
2392,56.5,113.5,74.6,93.9,36.9,22.2,2.2,3.6,690,Hazardous
2393,21.0,94.3,37.7,55.3,33.5,13.6,1.52,4.1,722,Poor
2394,43.6,89.8,21.3,35.6,49.9,19.8,2.72,7.0,614,Hazardous
2395,32.7,82.0,64.9,78.4,30.5,-1.9,1.93,3.4,766,Poor
2396,31.7,59.3,6.9,16.7,29.4,7.0,1.37,11.9,323,Moderate
2397,29.7,61.8,1.6,5.1,15.1,5.9,0.99,11.7,336,Good
2398,23.6,69.5,2.6,7.0,19.5,6.3,1.12,14.7,512,Good
2399,25.6,72.6,7.9,10.6,16.8,7.8,0.9,16.8,376,Good
2400,30.2,74.5,18.3,25.0,23.3,4.2,0.87,12.0,499,Good
2401,26.0,78.8,27.6,42.3,30.9,6.3,1.79,7.7,584,Moderate
2402,34.4,90.0,4.9,16.4,14.6,12.6,1.71,6.8,488,Poor
2403,34.1,61.4,6.8,16.3,41.3,15.3,1.57,7.3,624,Moderate
2404,28.9,74.7,8.0,19.1,28.9,1.5,1.56,8.5,541,Moderate
2405,40.9,93.8,3.4,26.7,44.6,10.2,1.75,3.7,759,Poor
2406,29.1,79.2,3.8,12.6,29.2,-0.5,1.7,6.0,436,Moderate
2407,39.2,70.1,27.4,40.3,41.0,11.1,1.91,3.6,511,Poor
2408,29.1,68.1,0.7,5.2,23.4,3.9,0.84,12.6,353,Good
2409,42.0,92.6,10.8,29.5,47.4,35.7,2.21,5.5,770,Hazardous
2410,33.3,54.3,21.3,33.9,23.6,2.9,1.35,5.2,585,Moderate
2411,27.1,64.1,4.0,16.0,38.1,15.2,1.9,3.5,723,Poor
2412,29.5,53.9,37.4,50.4,24.1,5.2,1.47,5.1,679,Moderate
2413,31.8,68.3,29.4,39.1,23.0,5.8,1.76,6.2,463,Moderate
2414,23.4,69.5,5.8,12.1,19.5,7.8,1.02,12.6,412,Good
2415,27.3,42.1,0.8,9.0,26.0,9.1,1.11,10.9,201,Good
2416,28.8,79.7,8.8,20.2,23.1,6.5,1.48,7.5,350,Moderate
2417,44.9,66.4,10.6,34.3,38.5,19.3,2.53,3.0,575,Hazardous
2418,33.0,93.1,68.7,92.0,30.2,27.9,3.01,5.3,400,Poor
2419,43.0,64.7,12.3,21.3,29.6,6.6,1.72,7.1,619,Moderate
2420,26.5,96.7,68.7,77.0,33.2,12.9,2.05,4.7,671,Poor
2421,37.5,93.5,38.5,45.1,32.7,14.6,1.74,4.0,454,Poor
2422,22.9,71.8,2.8,10.5,21.4,3.0,1.04,11.6,520,Good
2423,33.0,51.4,15.6,27.7,30.0,10.2,1.08,6.7,644,Moderate
2424,30.3,68.3,18.8,29.0,23.9,11.2,1.47,9.6,456,Moderate
2425,24.4,60.9,1.1,2.1,24.4,4.2,1.09,12.6,350,Good
2426,21.0,48.4,2.0,7.4,13.3,6.4,1.12,10.1,237,Good
2427,23.7,66.3,9.6,17.0,16.6,8.0,1.07,11.3,516,Good
2428,20.0,71.0,15.6,21.0,20.0,6.0,0.89,14.4,575,Good
2429,29.3,77.9,37.0,47.7,29.1,15.4,2.14,3.5,691,Poor
2430,31.5,50.3,4.3,14.8,20.3,12.9,1.61,9.0,677,Moderate
2431,33.8,72.5,24.5,36.1,26.7,7.3,1.36,7.0,433,Moderate
2432,27.8,43.3,19.8,24.5,12.0,4.3,0.96,12.7,404,Good
2433,30.1,95.4,2.8,10.3,21.4,13.3,1.32,5.1,333,Moderate
2434,44.2,95.3,1.7,26.7,33.5,24.5,2.43,4.1,581,Hazardous
2435,20.7,73.0,5.6,14.0,12.1,5.9,0.9,13.9,425,Good
2436,26.6,62.2,0.2,5.9,16.5,2.8,0.88,11.0,444,Good
2437,42.2,63.3,15.2,38.9,23.5,24.1,2.27,13.2,467,Poor
2438,27.4,62.4,1.4,4.2,17.7,3.1,1.04,10.9,577,Good
2439,41.7,76.5,3.2,19.6,49.5,24.5,1.92,8.2,698,Hazardous
2440,30.1,74.1,28.6,43.6,25.6,24.2,2.19,4.7,450,Poor
2441,30.6,72.7,5.2,8.5,26.0,12.3,1.1,6.1,493,Moderate
2442,20.3,66.0,3.3,10.1,23.4,5.0,0.81,10.8,291,Good
2443,23.2,67.2,8.0,14.3,25.1,14.3,1.57,5.4,456,Moderate
2444,31.9,78.1,16.7,30.3,29.4,9.0,1.76,5.3,671,Moderate
2445,35.4,55.6,72.1,81.2,33.4,12.6,1.71,5.0,296,Moderate
2446,32.6,61.2,66.7,75.0,20.2,7.4,1.86,6.3,639,Moderate
2447,28.4,76.8,22.0,33.3,20.4,10.9,1.46,5.8,552,Moderate
2448,37.3,63.1,59.5,69.4,25.2,12.7,1.48,8.3,431,Moderate
2449,35.7,60.6,2.9,11.2,30.8,14.4,1.36,10.0,627,Moderate
2450,44.4,73.7,48.6,59.1,43.7,23.9,3.15,6.3,841,Hazardous
2451,31.5,73.6,55.0,68.7,22.3,12.5,1.35,6.2,417,Moderate
2452,23.3,50.4,6.4,13.1,26.7,3.8,1.13,12.3,237,Good
2453,23.8,48.8,19.9,25.8,26.2,5.6,0.83,10.4,403,Good
2454,27.8,79.0,72.5,89.7,30.3,6.2,1.81,5.2,432,Moderate
2455,47.0,95.9,4.5,19.7,40.4,8.7,2.69,3.2,739,Hazardous
2456,34.4,95.1,5.1,17.4,20.9,10.0,2.06,3.7,689,Poor
2457,23.6,49.1,17.4,24.3,25.4,2.0,0.91,12.3,433,Good
2458,31.5,105.1,4.6,9.8,32.5,21.3,1.9,6.2,786,Poor
2459,26.8,54.4,2.0,8.9,22.9,1.5,0.96,19.2,588,Good
2460,41.2,86.9,26.7,40.8,39.5,-0.2,1.62,5.6,783,Poor
2461,25.9,68.0,6.0,9.8,26.5,7.9,1.15,10.8,575,Good
2462,38.1,84.3,5.4,4.6,35.0,28.2,2.68,5.1,455,Hazardous
2463,31.7,88.3,13.1,26.0,33.2,18.5,2.09,4.5,722,Poor
2464,43.5,91.7,43.6,71.4,30.7,18.7,2.92,4.7,873,Hazardous
2465,30.5,87.9,28.4,38.1,29.2,15.2,1.76,5.0,496,Moderate
2466,21.8,55.6,11.2,20.6,13.5,6.4,1.05,10.8,577,Good
2467,24.1,45.5,31.0,35.5,18.3,4.0,0.91,10.4,396,Good
2468,28.4,83.9,28.4,32.2,33.5,9.0,1.74,6.0,425,Moderate
2469,26.6,42.9,6.1,9.5,25.0,4.6,1.02,10.7,221,Good
2470,19.2,73.8,4.1,7.2,14.3,4.0,1.1,10.7,448,Good
2471,42.9,58.5,35.8,48.5,33.7,23.2,2.0,5.7,455,Poor
2472,26.0,64.6,1.1,9.2,14.1,5.2,0.72,10.1,246,Good
2473,24.0,67.8,1.3,7.0,15.6,3.0,0.98,12.1,415,Good
2474,40.0,70.3,47.8,56.7,32.4,25.1,1.71,5.5,348,Poor
2475,23.4,50.1,17.0,23.4,28.5,10.6,0.89,10.2,200,Good
2476,22.6,46.8,20.5,22.9,28.3,8.7,1.03,10.9,518,Good
2477,37.6,94.5,17.5,42.8,37.0,19.1,2.13,3.0,602,Hazardous
2478,35.3,66.8,25.8,35.6,43.0,14.6,1.96,4.8,666,Poor
2479,32.8,82.7,4.4,11.3,27.7,11.4,1.58,5.2,322,Moderate
2480,34.7,69.9,29.7,43.7,29.5,11.6,1.6,6.9,398,Moderate
2481,31.1,59.7,29.0,47.1,24.9,10.2,2.17,4.4,822,Poor
2482,39.4,71.0,0.6,10.8,24.7,16.2,1.25,5.0,441,Moderate
2483,41.2,78.8,30.7,32.2,42.1,19.0,2.53,5.0,635,Poor
2484,35.0,72.3,38.4,47.6,28.4,5.5,1.24,7.6,640,Moderate
2485,26.9,72.7,7.5,24.3,23.9,15.1,1.67,5.2,454,Moderate
2486,21.8,78.4,17.0,20.6,21.2,3.3,0.92,10.2,203,Good
2487,34.6,81.4,21.9,32.1,29.6,1.9,1.19,6.9,512,Moderate
2488,21.1,80.4,3.7,9.6,17.6,4.5,1.0,11.3,333,Good
2489,23.7,62.5,3.6,8.4,20.1,2.5,0.94,10.3,314,Good
2490,23.8,73.7,14.0,16.6,14.5,2.3,1.17,10.2,606,Good
2491,35.1,80.8,47.6,59.2,27.1,12.9,1.49,6.4,611,Moderate
2492,39.8,88.8,39.5,50.1,18.8,6.9,1.38,6.0,418,Moderate
2493,22.1,58.9,4.9,11.3,21.9,4.2,1.03,10.3,324,Good
2494,21.9,65.2,0.5,2.0,15.4,4.4,0.81,12.7,216,Good
2495,27.1,66.8,11.1,15.6,16.1,5.7,0.98,11.1,346,Good
2496,30.9,90.8,15.0,29.6,29.0,8.3,1.38,10.3,640,Moderate
2497,25.7,50.4,2.5,14.9,33.6,10.5,1.44,7.7,600,Moderate
2498,23.6,54.1,41.9,48.4,23.5,5.3,1.02,11.2,398,Good
2499,41.4,86.0,25.7,35.8,39.6,4.8,1.99,6.1,449,Poor
2500,18.9,44.5,0.2,2.7,14.5,1.5,0.92,11.5,590,Good
2501,31.2,62.3,29.1,39.3,22.0,10.1,1.51,5.2,571,Moderate
2502,22.6,60.0,7.4,12.9,18.8,3.9,0.89,17.1,256,Good
2503,40.6,76.8,39.2,60.7,33.0,18.6,1.85,3.4,686,Poor
2504,43.7,84.2,14.9,21.4,34.1,23.9,2.01,4.5,615,Poor
2505,30.2,96.8,47.1,76.3,34.5,18.7,2.86,5.8,582,Hazardous
2506,26.3,63.5,5.1,10.9,14.6,6.4,1.13,15.9,593,Good
2507,22.9,67.6,4.0,9.7,24.3,5.6,0.9,13.6,422,Good
2508,29.0,46.0,20.3,26.8,18.9,5.7,0.72,10.6,505,Good
2509,37.5,92.0,29.0,38.5,33.0,25.2,1.86,8.1,339,Poor
2510,27.9,45.8,1.7,4.8,16.1,2.4,0.95,11.8,486,Good
2511,24.0,39.1,5.1,14.0,14.8,2.0,1.02,10.1,242,Good
2512,40.5,100.2,65.0,81.4,39.1,17.1,1.6,5.9,553,Poor
2513,26.3,64.3,73.4,81.3,11.9,3.4,0.87,10.2,390,Good
2514,23.5,75.8,3.8,7.7,21.1,6.9,0.82,16.9,258,Good
2515,43.9,80.9,4.6,15.6,37.6,21.9,2.05,5.4,387,Poor
2516,33.3,73.0,7.0,23.0,24.2,6.6,1.83,9.1,734,Moderate
2517,22.9,51.6,3.3,7.0,12.3,5.8,0.88,12.0,349,Good
2518,34.2,61.2,8.9,19.0,24.6,12.6,1.41,5.1,553,Moderate
2519,52.4,102.6,204.0,221.6,44.4,12.9,3.16,3.9,588,Hazardous
2520,29.1,93.2,8.0,19.3,35.6,25.8,1.72,4.2,473,Poor
2521,25.0,69.5,4.2,9.0,28.8,5.6,1.19,10.1,232,Good
2522,35.1,95.2,39.8,74.7,43.3,30.7,2.55,5.2,610,Hazardous
2523,31.6,82.6,34.2,38.6,20.8,7.6,1.83,10.4,477,Moderate
2524,29.9,48.1,36.2,41.4,24.8,3.3,0.91,10.9,554,Good
2525,26.0,69.7,13.1,17.6,18.0,2.6,1.03,11.5,245,Good
2526,41.6,91.4,13.0,27.3,44.6,8.7,3.35,5.2,844,Hazardous
2527,36.0,87.5,1.1,21.3,43.5,1.8,2.63,4.0,514,Hazardous
2528,21.8,47.6,24.3,32.4,21.5,7.5,0.96,10.8,428,Good
2529,29.3,52.3,22.6,31.6,25.6,7.0,1.68,6.5,508,Moderate
2530,40.5,87.4,46.9,66.7,39.0,9.2,1.83,3.3,680,Poor
2531,37.0,61.2,44.2,56.1,21.1,5.7,1.76,9.8,465,Poor
2532,25.8,58.8,0.3,10.3,25.0,9.9,1.62,9.9,622,Moderate
2533,26.3,86.9,4.5,22.1,37.1,11.0,2.22,5.1,556,Poor
2534,50.7,104.9,2.4,9.5,41.7,21.5,2.34,4.3,861,Hazardous
2535,22.4,42.1,1.2,9.4,25.6,8.5,0.84,11.9,485,Good
2536,28.8,54.3,17.3,23.2,21.2,6.8,1.1,13.0,213,Good
2537,33.9,76.5,3.5,8.3,21.9,10.8,1.4,5.1,345,Moderate
2538,21.6,76.5,17.5,21.6,22.2,10.5,1.03,11.3,461,Good
2539,28.4,82.6,2.0,14.6,27.4,3.7,1.37,5.9,339,Moderate
2540,26.6,44.8,1.8,8.3,23.1,3.6,1.09,15.9,398,Good
2541,26.8,60.7,28.9,33.8,26.2,3.6,0.93,11.9,411,Good
2542,41.2,93.0,24.2,44.3,33.9,12.6,2.09,5.3,732,Poor
2543,31.2,64.1,28.1,36.6,22.8,13.4,1.64,6.9,634,Moderate
2544,25.7,58.7,15.9,19.2,21.9,6.3,1.03,10.3,301,Good
2545,29.0,80.6,0.4,23.9,30.8,9.5,2.69,3.4,656,Hazardous
2546,30.2,72.3,3.4,14.2,28.2,8.5,1.84,6.9,422,Moderate
2547,39.7,59.7,51.4,60.1,23.1,16.7,1.94,3.9,484,Poor
2548,27.9,59.2,35.9,44.9,26.1,16.4,1.31,8.3,650,Moderate
2549,28.4,57.0,5.6,11.4,23.9,4.4,0.96,11.3,370,Good
2550,27.3,81.7,0.4,4.0,26.1,3.9,1.07,11.3,520,Good
2551,35.0,80.4,6.7,30.2,48.4,14.5,1.96,5.2,747,Poor
2552,23.0,45.5,11.1,17.6,26.9,3.5,1.17,14.5,410,Good
2553,27.3,77.9,20.9,33.3,32.8,9.9,1.3,7.5,580,Moderate
2554,27.0,78.6,1.8,6.3,19.4,5.1,1.0,13.0,202,Good
2555,36.3,99.2,13.1,34.1,34.7,21.0,2.26,4.5,742,Poor
2556,36.6,83.6,7.4,19.4,18.4,14.7,1.48,9.1,707,Poor
2557,36.3,59.6,30.8,35.6,41.4,10.7,1.95,3.7,617,Poor
2558,29.2,58.3,18.1,21.8,16.9,5.3,0.98,16.0,219,Good
2559,28.5,62.2,84.5,102.4,24.8,0.8,1.41,5.1,287,Moderate
2560,26.1,49.9,0.0,5.9,18.7,9.7,0.82,10.4,556,Good
2561,24.4,71.5,12.0,19.0,20.3,3.0,0.91,13.0,473,Good
2562,27.1,69.3,2.0,7.7,16.0,5.0,1.07,11.1,501,Good
2563,22.5,68.2,2.7,11.3,20.6,6.1,0.95,10.8,530,Good
2564,20.9,42.4,19.6,24.7,18.2,7.0,0.83,11.9,316,Good
2565,31.5,70.3,19.9,38.8,21.8,6.3,1.95,6.3,707,Poor
2566,35.5,91.0,13.1,17.2,20.7,15.1,1.99,5.4,597,Poor
2567,27.8,72.7,9.9,16.5,16.8,7.2,1.13,11.6,589,Good
2568,34.4,71.7,44.0,54.6,30.6,25.9,2.41,3.4,595,Poor
2569,25.7,58.1,7.8,11.9,21.4,3.4,1.06,21.5,589,Good
2570,29.4,49.7,41.2,51.6,26.5,10.4,1.47,6.9,622,Moderate
2571,30.3,78.9,5.2,8.6,12.5,6.6,0.78,11.0,403,Good
2572,22.0,44.1,7.5,11.5,20.0,6.4,1.03,13.3,458,Good
2573,27.4,51.0,7.0,16.8,26.9,4.6,1.55,11.6,436,Moderate
2574,34.9,76.9,7.5,25.2,31.4,14.4,1.43,5.0,342,Moderate
2575,26.3,58.2,10.2,24.6,23.1,9.0,1.5,6.0,345,Moderate
2576,35.2,72.0,3.6,11.4,29.4,10.2,1.39,6.5,737,Moderate
2577,57.2,80.2,47.4,56.9,43.2,24.8,2.26,3.0,876,Hazardous
2578,24.4,76.8,10.1,21.3,29.1,18.0,2.17,6.8,464,Poor
2579,29.0,57.3,6.1,9.2,17.7,4.7,0.89,10.2,600,Good
2580,34.7,68.8,35.1,59.4,22.7,10.3,2.33,2.6,816,Hazardous
2581,22.7,64.4,14.2,22.5,21.5,8.1,1.06,12.2,389,Good
2582,31.4,69.8,20.4,32.0,16.3,9.7,1.49,8.0,643,Moderate
2583,38.8,65.2,3.4,14.3,33.0,15.2,1.76,3.9,526,Poor
2584,29.5,60.8,9.6,25.0,28.5,5.9,1.58,12.1,386,Moderate
2585,38.2,63.2,37.1,49.7,32.6,26.1,2.27,7.2,590,Poor
2586,41.4,74.5,12.0,37.6,46.8,13.8,3.61,4.3,632,Hazardous
2587,24.0,68.8,0.8,8.6,20.9,2.4,1.16,10.5,235,Good
2588,49.5,99.9,0.8,26.1,28.8,17.1,1.8,4.8,755,Hazardous
2589,25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380,Good
2590,22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565,Good
2591,34.8,87.9,90.5,108.9,45.4,21.4,2.11,3.4,521,Hazardous
2592,29.1,63.6,12.3,21.1,32.0,5.1,1.53,7.4,542,Moderate
